DATE,Brasil,Spain,US,IPB50001N,Japan
01/11/1969,,48.04961993,38.8429,39.0131,44.16770873
01/12/1969,,49.2202916,38.7387,37.7055,45.00899842
01/01/1970,,49.94296706,38.0213,37.1209,45.59790121
01/02/1970,,50.03807882,37.9963,38.0477,46.10267502
01/03/1970,,47.47318182,37.9469,38.1498,46.4391909
01/04/1970,,52.97059316,37.8494,37.8817,46.85983574
01/05/1970,,49.74735275,37.8053,37.8996,47.44873853
01/06/1970,,50.67855918,37.683,38.6702,48.12177028
01/07/1970,,52.19137232,37.7755,36.4154,48.12177028
01/08/1970,,50.9786177,37.7081,37.6185,47.95351234
01/09/1970,,51.32728031,37.4482,38.4529,48.12177028
01/10/1970,,51.9437726,36.6991,37.5658,48.29002822
01/11/1970,,52.85224688,36.4768,36.5529,47.7852544
01/12/1970,,51.79170006,37.3145,36.2109,48.79480203
01/01/1971,,51.25086243,37.6015,36.6749,48.71067306
01/02/1971,,51.80769854,37.5299,37.6296,48.45828615
01/03/1971,,52.63280875,37.4892,37.6909,48.96305997
01/04/1971,,53.31117924,37.6998,37.7557,48.71067306
01/05/1971,,53.11511086,37.8911,38.0225,47.44873853
01/06/1971,,54.03034779,38.05,39.0299,48.45828615
01/07/1971,,56.31514574,37.9395,36.4928,48.62654409
01/08/1971,,55.99767824,37.7193,37.7338,48.79480203
01/09/1971,,55.15048317,38.3324,39.4571,49.46783378
01/10/1971,,55.08682737,38.6193,39.6553,48.79480203
01/11/1971,,56.19790081,38.7832,38.9063,49.38370481
01/12/1971,,57.53863364,39.2309,37.854,49.04718894
01/01/1972,,58.74760119,40.1688,39.1472,49.38370481
01/02/1972,,60.02429178,40.5837,40.3659,49.88847863
01/03/1972,,60.89405476,40.8655,40.8143,50.89802626
01/04/1972,,61.18065562,41.2656,41.3583,50.56151038
01/05/1972,,62.03329944,41.2706,41.4012,51.3186711
01/06/1972,,63.70281271,41.3786,42.4037,51.57105801
01/07/1972,,63.10663733,41.3347,39.8824,51.48692904
01/08/1972,,64.1942734,41.9046,41.5893,52.83299254
01/09/1972,,65.18646919,42.2284,43.1872,53.42189533
01/10/1972,,64.76587139,42.7745,43.896,54.01079811
01/11/1972,,66.54992453,43.2795,43.7013,55.02034574
01/12/1972,,67.39896482,43.7695,43.0774,56.36640924
01/01/1973,,69.00840646,44.0847,43.0967,57.79660172
01/02/1973,,67.10394927,44.7242,44.6574,58.30137553
01/03/1973,,68.09023262,44.7435,44.855,59.22679419
01/04/1973,,67.35839859,44.6782,44.6717,59.05853625
01/05/1973,,70.06219068,44.9741,45.0746,59.64743903
01/06/1973,,70.71310479,45.0257,46.1372,60.23634182
01/07/1973,,69.92889898,45.1952,43.9568,59.56331006
01/08/1973,,72.07297594,45.1308,44.6659,61.33001841
01/09/1973,,69.88602382,45.4862,46.399,60.48872872
01/10/1973,,71.35666703,45.8531,46.8916,61.33001841
01/11/1973,,72.80914773,46.0654,46.4429,61.9189212
01/12/1973,,72.18596038,45.9344,45.0467,61.9189212
01/01/1974,,79.40638719,45.6298,44.5549,62.25543707
01/02/1974,,75.56044252,45.4951,45.2904,62.08717914
01/03/1974,,74.31359449,45.4952,45.547,60.65698666
01/04/1974,,74.41559449,45.3625,44.9725,59.39505213
01/05/1974,,74.98500911,45.7241,45.8284,59.56331006
01/06/1974,,75.2225325,45.639,46.7461,57.96485965
01/07/1974,,74.8897331,45.7193,44.5119,57.37595687
01/08/1974,,84.47301811,45.2357,45.0218,56.53466718
01/09/1974,,73.83688604,45.2421,46.165,55.9457644
01/10/1974,,75.45102291,45.1011,46.1242,54.76795883
01/11/1974,,71.68630726,43.6158,43.9447,53.84254017
01/12/1974,,70.36127345,42.0553,41.608,52.83299254
01/01/1975,47.66365509,71.13433532,41.475,40.6448,50.81389729
01/02/1975,47.56372558,71.45731673,40.529,40.4793,50.30912347
01/03/1975,46.68585989,78.03579136,40.0796,40.0984,49.63609172
01/04/1975,49.64793157,68.63815864,40.1527,40.2078,50.81389729
01/05/1975,47.24390725,72.09171311,40.0399,40.0296,50.81389729
01/06/1975,48.91152926,72.00289566,40.2987,41.2017,51.3186711
01/07/1975,48.3896236,71.51636597,40.7094,39.4618,51.82344492
01/08/1975,48.62383433,76.72464242,41.1098,41.0535,51.82344492
01/09/1975,49.94710953,72.65252952,41.638,42.3972,52.24408976
01/10/1975,49.39994118,72.79887146,41.8171,42.6047,52.4123477
01/11/1975,50.9896903,72.11791857,41.8764,42.1287,51.57105801
01/12/1975,49.93427701,73.06384119,42.4484,41.8665,52.66473461
01/01/1976,51.71726147,71.5771194,43.0149,42.2074,53.59015326
01/02/1976,54.92642254,70.98338704,43.4515,43.4788,54.93621677
01/03/1976,52.82334501,73.79107191,43.5359,43.7889,55.77750646
01/04/1976,53.87335665,75.28886994,43.7593,43.4349,56.53466718
01/05/1976,54.91675784,76.31261699,43.9359,44.1668,56.36640924
01/06/1976,54.2312756,76.75372595,43.9918,45.1419,57.37595687
01/07/1976,54.78007482,77.34784326,44.2254,43.0144,57.88073068
01/08/1976,54.85422457,78.16931779,44.5365,44.2474,58.04898862
01/09/1976,55.05806391,77.02047105,44.6775,45.2539,57.96485965
01/10/1976,55.52732691,77.57853769,44.6695,45.5112,57.96485965
01/11/1976,54.61946918,78.35313892,45.354,45.5208,58.80614934
01/12/1976,55.24436728,76.14163844,45.8357,45.2217,59.05853625
01/01/1977,54.32017864,79.19961394,45.5276,44.726,59.56331006
01/02/1977,54.57421648,80.63281609,46.2567,46.3339,58.72202037
01/03/1977,55.91960035,80.55765221,46.8356,47.2578,59.56331006
01/04/1977,55.3204842,80.82185004,47.2898,47.2556,59.22679419
01/05/1977,57.24740993,79.5727838,47.6607,47.8282,58.97440728
01/06/1977,55.83216375,78.5341742,48.0196,49.2448,59.4791811
01/07/1977,55.98932602,79.65220915,48.0819,46.845,58.30137553
01/08/1977,55.54071414,80.34532697,48.1315,47.5842,59.56331006
01/09/1977,55.38294849,80.06006333,48.3308,48.8974,59.56331006
01/10/1977,55.67562175,80.31489612,48.4014,49.2126,59.05853625
01/11/1977,56.34060747,78.21225139,48.4924,48.5203,60.23634182
01/12/1977,56.73612171,81.0150332,48.564,47.8864,60.65698666
01/01/1978,57.20353352,81.84282226,47.8693,47.0323,61.24588945
01/02/1978,57.18445199,81.55265255,48.1283,48.3147,60.8252446
01/03/1978,57.97950063,82.0388033,49.0553,49.4118,62.1713081
01/04/1978,60.24333139,79.57864622,50.026,50.4264,62.1713081
01/05/1978,58.05200719,80.64408881,50.2717,50.3282,62.33956604
01/06/1978,57.85933879,81.46234743,50.5939,51.7025,62.67608192
01/07/1978,59.0495932,81.03150572,50.5499,49.0723,63.09672676
01/08/1978,59.74497784,81.6602532,50.7622,50.1964,63.93801645
01/09/1978,60.03758656,83.62784075,50.8856,51.4937,64.44279027
01/10/1978,60.61328104,83.3724987,51.2821,52.109,64.52691924
01/11/1978,60.34562717,83.45492644,51.6737,51.6763,64.86343511
01/12/1978,61.95808262,83.70174853,51.9404,51.2748,65.4523379
01/01/1979,62.49086098,83.43564401,51.6507,50.6281,65.36820893
01/02/1979,62.23361889,78.71543203,51.9097,52.0928,65.28407996
01/03/1979,61.54183495,81.46037959,52.0667,52.7848,65.87298274
01/04/1979,63.53744321,81.42421363,51.4548,51.1493,66.12536965
01/05/1979,62.6413556,83.18501957,51.9061,52.0003,67.55556212
01/06/1979,63.05397542,84.21273738,51.9067,53.0102,67.80794903
01/07/1979,62.44048792,83.740155,51.8258,50.4533,68.31272284
01/08/1979,63.85712572,84.59586774,51.49,51.1761,69.32227047
01/09/1979,62.64912079,83.34423017,51.4847,52.1733,68.06033594
01/10/1979,64.88668195,82.53133374,51.8421,52.5329,69.49052841
01/11/1979,64.18827693,82.24425163,51.7591,51.7711,70.3318181
01/12/1979,65.43077806,80.70031611,51.7974,51.3215,70.07943119
01/01/1980,66.43376019,83.39440959,52.0677,51.2805,70.58420501
01/02/1980,67.26491659,82.82369585,52.0899,52.2797,73.19220305
01/03/1980,69.74575455,85.81007524,51.8687,52.5378,71.25723676
01/04/1980,66.71132769,82.65465407,50.8454,50.7316,72.51917129
01/05/1980,68.98108084,82.15090403,49.5947,49.3943,72.01439748
01/06/1980,69.71245971,83.28354491,48.9621,49.6982,71.25723676
01/07/1980,68.92212996,82.14721996,48.609,47.3081,71.17310779
01/08/1980,68.61268248,81.86692655,48.7646,48.8056,69.06988356
01/09/1980,71.15526937,82.43850542,49.5764,50.2077,70.16356016
01/10/1980,69.43394628,82.99323385,50.2058,50.7681,70.58420501
01/11/1980,70.64669074,83.09321476,51.0418,51.0447,69.65878635
01/12/1980,67.86997264,81.71610057,51.3906,50.9603,70.66833398
01/01/1981,68.08522128,81.33384837,51.0656,50.5984,70.75246294
01/02/1981,70.89326094,83.00263698,50.8554,51.1506,70.50007604
01/03/1981,64.0691886,82.18025422,51.1107,51.7536,70.75246294
01/04/1981,62.95001449,82.86905341,50.8864,50.6752,70.75246294
01/05/1981,62.12721501,82.81548966,51.1788,50.9853,69.65878635
01/06/1981,61.4808052,83.47105311,51.4496,52.1707,71.4254947
01/07/1981,61.86783314,84.41064917,51.7764,50.5635,72.01439748
01/08/1981,60.10006199,78.72207837,51.7129,51.7074,71.76201057
01/09/1981,58.81969645,80.85423369,51.4605,51.7335,72.93981614
01/10/1981,58.57675506,82.38965126,51.0625,51.5155,73.36046098
01/11/1981,59.51469788,81.97327913,50.473,50.4299,73.36046098
01/12/1981,57.71785082,82.04712577,49.9364,49.6846,73.10807408
01/01/1982,59.41599175,80.56140043,48.9114,48.7963,72.68742923
01/02/1982,59.99976026,80.73354083,49.9102,50.3131,72.18265542
01/03/1982,62.70032411,84.19503784,49.5691,50.0666,72.93981614
01/04/1982,63.24711208,81.32817842,49.1146,48.8395,71.93026851
01/05/1982,63.8003584,81.73100022,48.7805,48.4408,71.25723676
01/06/1982,63.41250246,79.86232797,48.6606,49.252,72.18265542
01/07/1982,63.95939765,81.59152315,48.4863,47.4163,72.01439748
01/08/1982,63.94867484,76.77432662,48.0569,48.1238,72.09852645
01/09/1982,63.20346165,83.91385323,47.9303,48.337,72.43504232
01/10/1982,61.19928803,80.65970322,47.4738,47.883,70.3318181
01/11/1982,59.76871366,82.21287445,47.32,47.1647,72.09852645
01/12/1982,59.1494665,80.30871993,46.9813,46.5618,71.34136573
01/01/1983,58.06003289,83.81896484,47.8523,47.8338,71.93026851
01/02/1983,56.83493547,83.05493461,47.5667,47.98,71.6778816
01/03/1983,58.94187411,84.77407506,47.9599,48.4943,72.68742923
01/04/1983,58.38854351,82.84342838,48.5564,48.3932,72.68742923
01/05/1983,60.04785983,83.47792701,48.8647,48.5238,73.02394511
01/06/1983,57.99362963,83.21458228,49.1558,49.8568,73.78110583
01/07/1983,57.84820149,82.01077436,49.8873,48.8179,73.52871892
01/08/1983,59.18333946,82.33126465,50.4843,50.4686,75.2112983
01/09/1983,58.92985368,83.77793492,51.216,51.7512,76.22084593
01/10/1983,59.49052872,82.81449822,51.6139,52.0192,75.88433005
01/11/1983,59.83060523,83.12084573,51.842,51.5033,76.64149078
01/12/1983,60.58973426,85.09220755,52.0948,51.4518,77.6510384
01/01/1984,59.37828592,85.01203836,53.1348,53.1408,78.23994119
01/02/1984,61.70448429,84.23593143,53.3763,53.8746,80.17490747
01/03/1984,58.87780497,82.81350378,53.6314,54.2743,79.50187572
01/04/1984,61.34003137,83.67028214,53.9491,53.8653,79.24948882
01/05/1984,63.27033996,83.38485309,54.2396,53.8322,80.67968129
01/06/1984,64.2905351,83.45265385,54.4288,55.1425,81.1844551
01/07/1984,63.89938347,83.90389173,54.5865,53.3088,81.1844551
01/08/1984,63.52003256,87.62847784,54.653,54.6278,82.36226067
01/09/1984,63.1474987,84.36645647,54.4949,55.1475,81.1844551
01/10/1984,64.04604885,84.57537032,54.4772,54.7816,83.54006624
01/11/1984,64.66599206,83.48410822,54.6594,54.2839,83.54006624
01/12/1984,66.16067587,84.25170823,54.6892,54.041,83.03529242
01/01/1985,66.54121744,84.49886114,54.6505,54.6042,83.87658211
01/02/1985,65.28216754,84.15197693,54.8169,55.3804,83.6241952
01/03/1985,67.10091535,84.58169287,54.8978,55.4442,82.95116345
01/04/1985,61.85738373,85.03658474,54.7833,54.4598,84.29722696
01/05/1985,65.83387117,84.61395623,54.8704,54.4263,85.13851665
01/06/1985,66.92131485,83.18051549,54.8401,55.6402,83.79245314
01/07/1985,68.77935414,85.96075285,54.5582,53.3005,85.05438768
01/08/1985,69.38368981,87.08277361,54.7381,54.8289,84.29722696
01/09/1985,70.1974902,86.68849483,54.9416,55.6219,83.6241952
01/10/1985,71.62038339,87.62084106,54.7538,55.0782,84.46548489
01/11/1985,71.84380239,87.60555546,54.939,54.5477,84.29722696
01/12/1985,73.09029635,86.96687555,55.4945,54.9521,84.29722696
01/01/1986,74.35039716,86.90715064,55.7802,55.8555,84.12896902
01/02/1986,74.26116093,87.65479758,55.3994,55.9766,84.12896902
01/03/1986,70.07861474,89.3539629,55.0001,55.2408,84.04484005
01/04/1986,74.07734525,88.87191624,55.0641,55.029,84.04484005
01/05/1986,73.74454404,85.79293709,55.1705,54.6618,84.04484005
01/06/1986,75.53665697,91.05795911,54.9588,55.8037,84.29722696
01/07/1986,75.6025418,87.74765498,55.2944,53.92,84.29722696
01/08/1986,76.26096183,86.67914383,55.2029,55.4569,82.2781317
01/09/1986,78.87032955,88.25667297,55.3511,56.0697,85.05438768
01/10/1986,79.75753392,89.37417061,55.5857,55.9044,83.96071108
01/11/1986,78.90063999,88.8383988,55.803,55.4248,82.78290551
01/12/1986,77.16624665,90.16919908,56.3441,55.6112,84.7178718
01/01/1987,79.59549548,86.91732266,56.1259,56.0809,84.46548489
01/02/1987,83.97081438,91.7289906,56.8779,57.3972,84.04484005
01/03/1987,79.57597657,91.1023533,56.9516,57.4315,85.30677458
01/04/1987,80.6686816,91.35570044,57.3177,56.7262,84.63374283
01/05/1987,79.60970301,93.15374397,57.6774,57.2273,83.28767933
01/06/1987,74.86872443,92.97293725,57.9875,58.9729,86.40045118
01/07/1987,70.92345063,96.38246243,58.379,57.0593,87.1576119
01/08/1987,71.96552184,90.51468585,58.8171,59.2831,87.1576119
01/09/1987,73.91502676,93.94967567,59.0391,59.6222,88.50367541
01/10/1987,74.41784866,93.50562948,59.834,60.3344,89.93386788
01/11/1987,76.79542765,94.03837283,60.1367,59.8319,90.27038376
01/12/1987,74.44178591,93.25978178,60.4739,59.6509,91.27993138
01/01/1988,74.60248307,91.68136245,60.4594,60.341,91.57341272
01/02/1988,74.70705922,93.8886646,60.7643,61.0576,94.51430859
01/03/1988,78.60875376,97.73229753,60.8948,61.1295,92.68892495
01/04/1988,75.31034622,93.59442689,61.2475,60.6594,94.9199494
01/05/1988,73.91850057,95.17971511,61.1353,60.6241,93.90584737
01/06/1988,76.07891506,94.6191804,61.2995,62.406,94.21007798
01/07/1988,73.56711063,96.09043114,61.311,60.0435,94.61571879
01/08/1988,74.1369092,95.50998245,61.6234,62.0888,95.1227698
01/09/1988,72.95241349,95.25993442,61.4255,62.3689,96.64392284
01/10/1988,69.92127067,95.95879336,61.694,62.3463,95.32559021
01/11/1988,69.72812791,97.77807813,61.8494,61.5209,97.35379425
01/12/1988,73.8892588,97.35252041,62.1171,61.2354,98.06366567
01/01/1989,73.17436834,98.93760313,62.3103,61.9987,98.87494729
01/02/1989,69.95049939,98.93567339,62.0353,62.2435,98.26648608
01/03/1989,72.47372141,101.695692,62.195,61.961,101.8158432
01/04/1989,74.59567502,99.35898859,62.1753,62.0689,100.1932799
01/05/1989,76.52096495,99.66308856,61.8321,61.2132,100.2946901
01/06/1989,79.25212012,100.5186269,61.8246,62.8812,101.5116126
01/07/1989,78.38872053,101.4988459,61.2285,59.8624,99.3819983
01/08/1989,78.28730531,99.50046256,61.8334,62.4454,101.1059717
01/09/1989,77.08762083,101.3772277,61.6221,62.5623,100.8017411
01/10/1989,77.92159275,100.2132036,61.5537,62.2173,100.1932799
01/11/1989,77.15233657,100.5115054,61.7575,61.5046,100.9031513
01/12/1989,78.5966318,100.6102071,62.1111,61.52,101.5116126
01/01/1990,76.80928465,100.9642319,61.7781,61.5057,100.9031513
01/02/1990,76.09711951,98.43871405,62.3426,62.4233,101.4102023
01/03/1990,70.20093858,99.46479182,62.6446,62.7574,103.235586
01/04/1990,53.52836055,100.8174268,62.5104,61.4839,103.4384064
01/05/1990,66.99470744,99.75395807,62.6898,62.1161,104.1482778
01/06/1990,66.77555192,102.3607498,62.8923,64.0075,104.4525084
01/07/1990,70.5231021,99.31021663,62.7933,61.6123,105.3652002
01/08/1990,72.18763462,98.01812355,63.0241,63.7482,106.2778921
01/09/1990,72.75302067,101.425716,63.0328,64.2235,105.3652002
01/10/1990,71.46356295,97.36973676,62.6466,63.3289,107.4948145
01/11/1990,69.85407736,100.5260672,61.8681,61.6514,106.7849431
01/12/1990,65.57333725,100.0355246,61.4345,60.7988,106.8863533
01/01/1991,64.28949287,100.1384708,61.2241,61.081,107.5962247
01/02/1991,63.25398097,98.54781239,60.779,60.8542,108.0018655
01/03/1991,62.49928586,95.1175873,60.4377,60.1754,106.9877635
01/04/1991,66.75541527,102.2133874,60.5982,60.1822,107.3934043
01/05/1991,67.90500898,97.181187,61.2041,60.5869,108.5089165
01/06/1991,70.82725866,100.2274607,61.6923,62.8648,105.3652002
01/07/1991,72.21379154,97.77390887,61.8569,60.6021,107.6976349
01/08/1991,72.70522091,97.54704988,61.8681,62.7894,105.9736615
01/09/1991,69.65133837,99.98698824,62.3855,63.4698,106.0750717
01/10/1991,71.38011671,100.5870752,62.3229,63.01,105.3652002
01/11/1991,67.10643625,100.2933919,62.2427,61.8875,106.0750717
01/12/1991,63.01704181,101.3006875,61.9705,61.0784,104.6553288
01/01/1992,63.20132782,99.7250831,61.6471,61.3,103.9454574
01/02/1992,65.38643344,100.0360834,62.0794,62.1689,103.6412268
01/03/1992,64.39479916,98.77208231,62.5955,62.8366,102.1200738
01/04/1992,64.78969777,98.71908227,63.0726,62.1975,101.6130228
01/05/1992,63.30663412,97.74108145,63.2761,62.7035,99.2805881
01/06/1992,64.43867679,96.5960805,63.3102,64.3912,101.3087921
01/07/1992,64.44745231,95.57707965,63.8769,62.4055,101.1059717
01/08/1992,64.0876558,95.16807931,63.5221,64.3805,98.16507587
01/09/1992,65.6233726,94.58407882,63.7217,64.5537,101.9172534
01/10/1992,65.6584747,93.88307824,64.1556,64.8933,98.77353709
01/11/1992,66.96602786,92.27307689,64.4144,64.3619,97.55661466
01/12/1992,66.23765932,90.76807564,64.5161,63.995,97.15097385
01/01/1993,67.5890901,92.11207676,64.7738,64.3472,99.1791779
01/02/1993,69.03705165,90.7200756,65.0805,65.2628,99.3819983
01/03/1993,68.79133696,90.9540758,65.0176,65.2931,96.03546162
01/04/1993,69.47582788,90.46607539,65.2041,64.3251,97.86084527
01/05/1993,71.1256265,91.194076,64.9433,64.3489,99.1791779
01/06/1993,70.58154397,90.50107542,65.0984,66.1929,97.35379425
01/07/1993,70.99399363,91.36907614,65.2554,63.9317,97.25238405
01/08/1993,70.22174747,89.98007498,65.1946,66.1385,96.33969223
01/09/1993,69.94093068,92.52707711,65.5282,66.4586,96.64392284
01/10/1993,70.5903195,93.20007767,66.0152,66.6756,95.83264122
01/11/1993,70.16031879,93.63007803,66.3292,66.1929,95.62982081
01/12/1993,71.35379013,93.88107823,66.7038,65.9769,94.9199494
01/01/1994,72.4507307,93.604078,66.9164,66.5518,94.51430859
01/02/1994,71.22215727,96.22308019,66.9642,67.147,95.32559021
01/03/1994,71.9154237,96.20608017,67.6335,67.9393,96.33969223
01/04/1994,71.59950482,97.70908142,68.0334,67.2028,97.25238405
01/05/1994,73.44236498,97.02108085,68.3531,67.641,97.15097385
01/06/1994,73.73195729,98.58108215,68.8002,69.9793,98.36789628
01/07/1994,74.07420274,99.85108321,68.8863,67.1578,99.3819983
01/08/1994,77.47910627,99.9650833,69.3412,70.2076,100.1932799
01/09/1994,77.90910697,100.0200834,69.5574,70.7533,99.1791779
01/10/1994,77.96176012,101.0150842,70.119,70.8558,100.1932799
01/11/1994,79.20788461,102.6000855,70.5942,70.4704,100.8017411
01/12/1994,83.55176926,105.3000878,71.2814,70.5743,101.5116126
01/01/1995,82.20033848,104.8260874,71.4303,70.7735,99.4834085
01/02/1995,81.87564407,103.7620865,71.3343,71.5375,100.9031513
01/03/1995,81.87564407,103.6010863,71.4451,71.9657,101.9172534
01/04/1995,80.63829511,104.0670867,71.3289,70.0889,103.1341758
01/05/1995,71.59950482,104.8990874,71.66,70.7132,101.4102023
01/06/1995,76.49624752,104.1680868,71.8967,73.2018,101.3087921
01/07/1995,74.60073422,103.7030864,71.5924,70.0088,99.88904931
01/08/1995,72.89828245,103.229086,72.5339,73.5754,101.4102023
01/09/1995,73.5564468,103.7520865,72.8247,74.228,99.78763911
01/10/1995,74.49542792,103.0010858,72.713,73.3486,101.3087921
01/11/1995,74.97808177,103.5270863,72.8884,72.7575,102.1200738
01/12/1995,75.81175661,104.417087,73.1429,72.592,103.4384064
01/01/1996,74.93420415,101.0470842,72.7471,72.0678,101.9172534
01/02/1996,74.53930555,101.1450843,73.7871,73.8436,101.8158432
01/03/1996,74.4164482,101.4110845,73.6749,74.1594,101.714433
01/04/1996,76.35583913,100.6960839,74.4153,73.2517,102.0186636
01/05/1996,76.37339018,101.971085,74.9718,73.8512,102.6271248
01/06/1996,76.16277759,103.2800861,75.5317,76.8633,102.8299452
01/07/1996,80.41013147,102.0890851,75.5323,73.5601,103.4384064
01/08/1996,78.73400628,102.7750856,75.9129,77.0359,103.5398166
01/09/1996,79.68176293,103.173086,76.4032,78.0855,104.6553288
01/10/1996,80.22584546,103.2730861,76.3931,77.2068,105.26379
