DATE,Brasil,Spain,US,IPB50001N,Japan
01/11/1996,80.72605036,104.7160873,77.0672,77.1008,105.770841
01/12/1996,80.00645734,103.175086,77.5543,76.965,106.7849431
01/01/1997,80.06788601,105.9510883,77.6945,77.0456,108.4075063
01/02/1997,80.43645805,105.0960876,78.612,78.6891,108.4075063
01/03/1997,81.43686784,109.3130911,79.1021,79.4891,108.8131471
01/04/1997,79.85727342,108.7000906,79.1683,78.5949,106.0750717
01/05/1997,79.39217062,108.03009,79.6084,78.6535,109.2187879
01/06/1997,82.29686925,109.0840909,79.9802,81.0915,108.6103267
01/07/1997,81.26135735,110.2060918,80.6492,77.8685,108.9145573
01/08/1997,81.92829722,112.1500935,81.4548,82.2291,108.4075063
01/09/1997,83.93789234,111.7500931,82.212,83.6521,107.6976349
01/10/1997,84.37666857,112.6740939,82.9309,83.7363,106.9877635
01/11/1997,80.60319301,111.614093,83.5919,84.0526,105.6694308
01/12/1997,77.07543214,111.8170932,83.9696,83.8715,104.6553288
01/01/1998,78.48829159,113.3950945,84.3467,83.5069,106.1942642
01/02/1998,79.95380419,115.8510965,84.4865,84.64,103.4304495
01/03/1998,79.62033426,114.6460955,84.5212,85.4059,101.1981376
01/04/1998,80.2784986,115.3550961,84.8275,83.3446,100.9855365
01/05/1998,81.85809302,115.7930965,85.3596,84.5818,100.2414326
01/06/1998,80.69094826,115.6020963,84.8466,85.8842,100.2414326
01/07/1998,81.3842147,115.4100962,84.5061,82.6903,100.0288314
01/08/1998,80.03278392,115.4660962,86.2464,87.3293,98.22172183
01/09/1998,79.68176293,115.7040964,86.1707,87.06,99.4973286
01/10/1998,77.30359578,117.0100975,86.7671,87.7642,98.96582578
01/11/1998,77.97931117,116.4880971,86.6929,86.883,98.43432295
01/12/1998,75.32910276,117.3570978,87.0633,86.7444,98.32802239
01/01/1999,77.65461676,118.2960986,87.4252,86.7754,99.60362917
01/02/1999,76.44359437,116.403097,87.926,87.7954,99.60362917
01/03/1999,76.54890067,115.1330959,88.1101,89.1081,100.8792359
01/04/1999,77.87400488,117.0780976,88.3106,87.2259,99.17842691
01/05/1999,79.28686433,117.0070975,88.8487,88.0803,100.7729354
01/06/1999,78.72523076,118.1610985,88.7978,90.3914,100.0288314
01/07/1999,77.74237201,119.7760998,89.3119,86.7101,100.5603342
01/08/1999,79.04114964,118.5570988,89.7109,90.9616,101.5170393
01/09/1999,80.06788601,119.9050999,89.3331,90.491,102.2611433
01/10/1999,81.36666365,120.4201004,90.4924,91.5282,102.1548427
01/11/1999,80.7436014,121.167101,90.965,90.9034,103.2178484
01/12/1999,81.45441889,121.9991017,91.6804,90.9412,103.1115478
01/01/2000,80.68217273,122.4801021,91.6261,90.7125,103.0052472
01/02/2000,80.78747903,122.9731025,91.9626,91.4934,102.8989467
01/03/2000,82.11258323,124.1001034,92.3118,93.1033,104.3871546
01/04/2000,82.87605387,123.6911031,92.8872,91.8422,105.9816631
01/05/2000,82.63911471,124.782104,93.162,92.1629,105.3438597
01/06/2000,84.65748535,123.6631031,93.2168,95.1094,106.725767
01/07/2000,85.25422102,124.6431039,93.04,90.6214,106.5131659
01/08/2000,85.23666998,123.5141029,92.79,94.109,108.0013738
01/09/2000,84.21870913,123.6731031,93.1547,94.5848,105.7690619
01/10/2000,86.04401823,122.3271019,92.8361,93.7691,107.3635704
01/11/2000,85.32442522,125.3711045,92.8395,92.6799,107.7887727
01/12/2000,89.15932945,126.4291054,92.5334,92.1725,108.8517783
01/01/2001,87.00055041,123.4461029,92.0304,91.0389,104.8123568
01/02/2001,87.89565391,123.1991027,91.4079,91.1169,105.7690619
01/03/2001,86.65830495,122.5751021,91.1751,92.046,103.9619523
01/04/2001,86.35993712,121.4451012,90.8767,88.9794,103.2178484
01/05/2001,87.02687698,123.0881026,90.375,89.7269,101.1981376
01/06/2001,85.94748746,123.4641029,89.8626,91.8507,100.135132
01/07/2001,85.73687487,121.6221014,89.3288,87.544,98.75322465
01/08/2001,85.75442592,125.3051044,89.2201,90.9901,97.37131731
01/09/2001,84.11340283,122.8721024,88.7478,90.2033,95.56420771
01/10/2001,82.18278743,121.9141016,88.4755,89.156,95.56420771
01/11/2001,83.13931961,119.8420999,87.9631,87.6105,94.0759998
01/12/2001,83.38503429,119.8450999,87.9329,87.1331,95.03270488
01/01/2002,85.76933664,121.0821009,88.5452,87.5922,94.50120206
01/02/2002,87.86127168,121.7431015,88.5362,88.2214,95.67050827
01/03/2002,87.31076246,121.4351012,89.2097,89.6549,96.09571053
01/04/2002,87.4208643,122.4811021,89.6389,88.8224,95.98940997
01/05/2002,87.4208643,121.4301012,90.0271,89.2886,99.8162303
01/06/2002,87.75116983,121.4241012,90.7645,92.9121,98.64692408
01/07/2002,88.08147536,121.9981017,90.7437,88.4119,99.39102804
01/08/2002,87.09055877,122.8321024,90.6268,92.4904,99.8162303
01/09/2002,87.64106799,123.1371026,90.7241,92.3812,100.4540337
01/10/2002,87.97137352,123.8731032,90.4879,91.2648,100.4540337
01/11/2002,87.97137352,123.4491029,90.9823,90.2901,100.3477331
01/12/2002,87.75116983,122.6821022,90.4919,89.4483,100.2414326
01/01/2003,87.86127168,123.624103,91.2395,90.1841,101.6233399
01/02/2003,87.53096614,124.0291034,91.3384,91.1005,101.1885876
01/03/2003,87.4208643,123.640103,91.069,91.7652,101.9494041
01/04/2003,87.31076246,123.9591033,90.4913,89.2297,100.5364593
01/05/2003,85.98954032,122.9181024,90.4697,89.7821,101.840716
01/06/2003,86.31984586,123.3401028,90.5899,92.5648,100.9712115
01/07/2003,85.54913295,123.7061031,91.0614,88.581,101.4059638
01/08/2003,86.87035508,123.9001033,90.8452,92.819,100.4277712
01/09/2003,89.4026975,123.1871027,91.4453,93.0794,103.471037
01/10/2003,89.62290118,125.2451044,91.5595,92.2664,104.6666057
01/11/2003,90.83402147,124.3301036,92.1763,91.8366,104.8839818
01/12/2003,89.4026975,123.6941031,92.2532,91.3299,104.5579176
01/01/2004,91.05422516,123.7631031,92.4067,91.2031,106.4056147
01/02/2004,92.48554913,124.6031038,92.9687,92.89,106.0795505
01/03/2004,92.92595651,125.996105,92.6,93.2248,105.5361102
01/04/2004,93.69666942,125.6051047,92.9761,91.5651,107.3838073
01/05/2004,94.68758602,126.3401053,93.6446,92.959,107.4924954
01/06/2004,94.90778971,126.5161054,92.9303,95.1016,107.8185595
01/07/2004,95.56840077,126.7471056,93.6109,92.0857,109.3401924
01/08/2004,96.55931737,125.0771042,93.6958,95.5756,107.8185595
01/09/2004,97.10982659,127.0621059,93.7958,94.9869,108.1446237
01/10/2004,96.44921552,125.960105,94.6226,95.2442,106.0795505
01/11/2004,96.44921552,126.8731057,94.8491,94.2529,107.3838073
01/12/2004,96.99972475,124.2751036,95.5841,94.5958,105.9708625
01/01/2005,97.55023397,124.756104,95.9285,94.8578,108.4706879
01/02/2005,96.22901184,125.3141044,96.6287,95.9938,108.4706879
01/03/2005,97.10982659,126.2111052,96.4907,96.455,108.7967521
01/04/2005,97.21992843,127.4291062,96.6809,95.7931,109.2315044
01/05/2005,100.3027801,126.4121053,96.7925,96.0596,108.3619999
01/06/2005,98.54115056,127.0271059,97.19,99.3987,108.7967521
01/07/2005,97.8805395,127.190106,96.8981,95.7331,108.1446237
01/08/2005,97.99064134,128.1301068,97.2223,99.2238,108.1446237
01/09/2005,97.44013212,127.6181063,95.3463,96.8482,109.0141283
01/10/2005,96.77952106,127.0021058,96.4981,97.024,108.0359357
01/11/2005,97.77043765,128.6181072,97.5646,96.7492,110.209697
01/12/2005,99.42196532,129.639108,98.0222,97.1265,110.6444492
01/01/2006,99.75227085,130.5131088,98.2044,96.5899,110.9705134
01/02/2006,100.6330856,130.2941086,98.2404,97.3206,110.7531373
01/03/2006,99.97247454,130.9731091,98.4742,98.6101,111.5139537
01/04/2006,100.5229838,130.1591085,98.7765,96.7838,113.5790269
01/05/2006,101.1835948,131.7821098,98.7884,98.1272,111.8400179
01/06/2006,99.75227085,132.2241102,99.1069,101.5223,113.3616508
01/07/2006,100.6330856,131.9241099,99.0357,98.4751,113.7964031
01/08/2006,100.5229838,131.6141097,99.4583,101.8604,114.1224673
01/09/2006,99.75227085,132.5771105,99.2544,100.8608,114.0137792
01/10/2006,100.1926782,132.3501103,99.1514,99.674,114.4485315
01/11/2006,101.5139004,134.0561117,99.0974,98.4537,115.5354121
01/12/2006,102.3947151,135.6971131,100.1117,99.4217,115.6441002
01/01/2007,102.0644096,134.7681123,99.7226,98.3468,114.4485315
01/02/2007,103.3856317,134.0491117,100.6919,99.8513,115.1006598
01/03/2007,104.7068538,135.6921131,100.8857,100.9561,115.1006598
01/04/2007,105.6977704,133.167111,101.5777,100.0886,114.7745956
01/05/2007,106.028076,136.2901136,101.6481,101.0222,116.0788524
01/06/2007,106.688687,136.1631135,101.6741,104.0433,116.0788524
01/07/2007,106.2482797,133.7181114,101.5627,100.8053,116.1875405
01/08/2007,107.6796036,133.8701116,101.7751,104.1172,119.1221182
01/09/2007,107.1290944,134.379112,102.0279,103.6148,117.3831092
01/10/2007,109.551335,134.6321122,101.7289,101.9976,118.9047421
01/11/2007,108.5604184,133.6271114,102.3185,101.5272,117.7091734
01/12/2007,108.8907239,133.3671111,102.3074,101.5502,118.3613018
01/01/2008,110.6523534,133.7871115,102.1686,100.924,119.1653018
01/02/2008,110.3220479,133.6751114,101.7673,100.6857,119.4732224
01/03/2008,110.7624553,131.2361094,101.3986,100.9586,118.2415397
01/04/2008,110.7624553,132.04611,100.7238,99.661,117.7283386
01/05/2008,111.4230663,128.6631072,100.1399,99.3474,118.34418
01/06/2008,113.1846958,124.6081038,99.9141,102.0174,115.162333
01/07/2008,113.5150014,126.4781054,99.4943,99.3429,115.162333
01/08/2008,112.3038811,123.1411026,97.9367,100.0472,110.9540837
01/09/2008,113.7352051,122.5261021,93.6585,94.9755,112.3910469
01/10/2008,110.2119461,115.219096,94.5845,94.6721,109.9276815
01/11/2008,103.9361409,112.4510937,93.3455,92.6499,102.8455059
01/12/2008,92.26534544,106.5910888,90.7183,90.5683,94.53164765
01/01/2009,94.1370768,105.617088,88.4683,88.0238,86.93627096
01/02/2009,96.44921552,105.3150878,87.936,87.2845,79.64881496
01/03/2009,96.8896229,102.5640855,86.5503,86.344,80.36729653
01/04/2009,98.10074319,103.4460862,85.8598,84.0124,83.8570642
01/05/2009,99.53206716,102.7840857,84.9991,84.2023,86.93627096
01/06/2009,100.6330856,103.7560865,84.7277,86.3857,88.37323412
01/07/2009,101.9543077,104.7430873,85.7091,85.8149,89.39963637
01/08/2009,103.6058354,105.2040877,86.6333,88.8133,90.7339593
01/09/2009,105.2573631,106.2580885,87.3615,88.0479,93.50524539
01/10/2009,107.2391963,105.9810883,87.5488,87.6336,96.07125103
01/11/2009,108.7806221,105.542088,87.9144,87.3115,98.02141531
01/12/2009,109.1109276,104.9620875,88.2318,88.0662,98.84253712
01/01/2010,110.8725571,104.0510867,89.1936,88.9534,101.1006221
01/02/2010,110.6523534,104.0550867,89.5089,89.0138,101.4085428
01/03/2010,113.074594,106.3450886,90.1449,90.0905,101.7164634
01/04/2010,113.5150014,106.7070889,90.474,89.1235,102.9481461
01/05/2010,113.2947977,106.2290885,91.7131,90.8856,102.5375852
01/06/2010,112.7442885,106.3200886,91.9287,93.6612,101.9217439
01/07/2010,112.0836774,105.1210876,92.2737,92.0793,103.1534266
01/08/2010,111.7533719,104.2200869,92.615,94.6733,103.6666277
01/09/2010,111.9735756,104.8560874,92.8668,93.576,105.0009506
01/10/2010,111.7533719,105.4990879,92.6138,92.632,102.0243841
01/11/2010,112.4139829,108.02609,92.6772,91.7476,103.7692679
01/12/2010,112.9644922,105.3660878,93.5741,93.1475,104.0771886
01/01/2011,113.4048995,105.8510882,93.3793,93.0592,104.7956702
01/02/2011,114.6160198,106.2790886,93.0051,92.2828,105.2062311
01/03/2011,115.166529,105.4160878,93.978,93.9167,88.57851457
01/04/2011,112.3038811,104.9170874,93.6525,92.1145,90.22075818
01/05/2011,115.6069364,104.0560867,93.7878,92.8332,96.17389125
01/06/2011,113.4048995,104.453087,94.0378,95.6296,100.0742198
01/07/2011,113.4048995,104.6740872,94.5146,94.5946,100.9979819
01/08/2011,112.1937792,104.5800872,95.1263,97.0261,102.5375852
01/09/2011,110.5422516,103.157086,95.0732,95.9723,101.9217439
01/10/2011,109.4412331,101.6540847,95.7291,95.7394,103.5639875
01/11/2011,109.9917424,101.1110843,95.7455,95.0955,101.511183
01/12/2011,112.7442885,102.3080853,96.2147,95.9803,103.5639875
01/01/2012,108.0099092,100.6910839,96.8051,96.3859,103.8719082
01/02/2012,108.8907239,99.46708289,97.1033,96.6049,103.6666277
01/03/2012,108.2301129,97.9160816,96.5973,96.6868,103.4613473
01/04/2012,108.3402147,97.13308094,97.3006,95.8342,102.9481461
01/05/2012,108.8907239,97.62508135,97.5046,96.6179,101.1006221
01/06/2012,109.1109276,97.68808141,97.4903,99.0747,100.3821405
01/07/2012,110.5422516,96.95308079,97.7234,97.6293,99.86893937
01/08/2012,112.6341866,98.87208239,97.313,99.2619,98.63725666
01/09/2012,110.8725571,95.7590798,97.2405,98.2391,96.48181193
01/10/2012,112.3038811,96.2430802,97.561,97.3745,96.78973261
01/11/2012,110.7624553,93.96907831,97.9589,97.3079,96.07125103
01/12/2012,111.5331682,94.36307864,98.2061,97.787,97.40557396
01/01/2013,112.6341866,95.14107928,98.199,97.8947,95.39205066
01/02/2013,109.551335,94.61007884,98.6835,98.1823,96.99191734
01/03/2013,111.64327,95.40607951,99.0994,98.8298,97.89184235
01/04/2013,113.4048995,94.38007865,98.9898,97.8708,98.09182568
01/05/2013,113.074594,94.94207912,99.0782,98.0839,99.59170069
01/06/2013,113.7352051,95.82507985,99.2141,100.7332,98.59178402
01/07/2013,112.9644922,95.83607986,98.9132,98.8826,100.091659
01/08/2013,113.074594,96.64808054,99.4891,101.5421,100.391634
01/09/2013,113.7352051,96.33108028,100.0172,100.9465,101.1915674
01/10/2013,112.5240848,95.59807967,99.9038,99.7944,101.4915424
01/11/2013,113.1846958,96.43008036,100.1479,99.5396,101.891509
01/12/2013,109.1109276,96.67608056,100.3576,99.7931,101.891509
01/01/2014,110.982659,96.55108046,99.9828,99.7376,103.5913674
01/02/2014,111.5331682,97.11508093,100.7485,100.3572,102.8914257
01/03/2014,111.2028626,96.4810804,101.7391,101.8167,104.2913091
01/04/2014,110.3220479,97.51808127,101.8023,100.3782,99.79168403
01/05/2014,109.1109276,97.12808094,102.2116,101.2526,101.891509
01/06/2014,105.9179741,96.64208054,102.5637,104.1158,100.5916174
01/07/2014,108.6705202,96.54808046,102.8425,102.3896,100.391634
01/08/2014,109.1109276,97.02008085,102.6499,104.8155,99.49170902
01/09/2014,109.2210295,97.26208105,102.9647,103.9419,100.5916174
01/10/2014,109.3311313,96.81708068,102.9704,102.8638,100.5916174
01/11/2014,108.4503165,96.42308035,103.6017,103.0515,100.5916174
01/12/2014,105.2573631,96.65108054,103.592,102.9489,100.1916507
01/01/2015,105.9179741,96.85408071,102.798,102.393,102.6914424
01/02/2015,105.1472612,98.11108176,102.1554,101.9548,99.79168403
01/03/2015,104.4866502,98.83608236,101.8077,101.9032,99.29172569
01/04/2015,102.504817,99.75608313,101.2285,99.6262,99.69169236
01/05/2015,101.5139004,100.9320841,100.7536,99.8245,99.69169236
01/06/2015,100.5229838,101.1230843,100.4529,102.2464,100.4916257
01/07/2015,98.76135425,102.0690851,101.11,101.0468,100.391634
01/08/2015,99.31186347,99.78708316,100.8802,103.262,98.79176735
01/09/2015,96.99972475,101.1840843,100.608,101.0421,100.4916257
01/10/2015,96.77952106,100.5620838,100.151,100.0499,100.5916174
01/11/2015,95.12799339,100.4860837,99.3817,98.7327,99.99166736
01/12/2015,93.69666942,100.3000836,98.8572,98.1026,98.09182568
01/01/2016,94.68758602,101.8440849,99.4086,99.0226,100.2916424
01/02/2016,93.58656758,101.4490845,98.8946,98.4697,99.49170902
01/03/2016,94.02697495,102.3580853,98.1385,97.5846,99.89167569
01/04/2016,94.1370768,102.5530855,98.4364,97.1406,99.19173402
01/05/2016,94.24717864,100.3500836,98.2096,97.0542,98.69177569
01/06/2016,93.25626204,100.6600839,98.6766,100.3595,99.19173402
01/07/2016,93.91687311,100.801084,98.8371,98.6553,99.69169236
01/08/2016,92.04514176,102.1420851,98.7302,100.8706,100.5916174
01/09/2016,93.03605835,101.9030849,98.6287,99.4197,100.991584
01/10/2016,91.82493807,102.1740851,98.7126,98.8029,101.0915757
01/11/2016,92.70575282,103.221086,98.3004,97.7233,102.0914924
01/12/2016,94.24717864,103.254086,98.9063,98.7766,101.4915424
01/01/2017,94.90778971,104.2340869,98.7349,98.7085,100.691609
01/02/2017,96.22901184,103.4870862,98.4178,98.2159,101.3915507
01/03/2017,94.35728048,103.2900861,99.0726,99.2849,101.4915424
01/04/2017,94.57748417,103.3010861,100.0545,97.6618,103.7913507
01/05/2017,94.79768786,104.4860871,100.139,98.8786,102.191484
01/06/2017,95.56840077,104.4920871,100.3148,101.8144,102.9914174
01/07/2017,95.8987063,104.2330869,100.1418,100.2313,102.491459
01/08/2017,95.8987063,104.6390872,99.6878,101.6489,103.7913507
01/09/2017,96.33911368,105.3220878,99.7829,100.2442,102.5914507
01/10/2017,97.10982659,106.4040887,101.0401,100.9073,103.1914007
01/11/2017,97.55023397,107.6150897,101.226,100.7622,103.9913341
01/12/2017,100.5229838,109.3970912,101.3878,101.6421,105.4912091
01/01/2018,97.8805395,105.3620878,101.345,101.6219,101.291559
01/02/2018,97.55023397,106.5570888,101.7068,101.6808,103.7913507
01/03/2018,98.76135425,107.7170898,102.2785,102.4873,104.8912591
01/04/2018,98.98155794,105.3080878,103.434,101.9079,104.2913091
01/05/2018,88.19157721,105.6670881,102.4735,101.3225,104.5912841
01/06/2018,99.20176163,104.5320871,103.2508,104.6121,103.5913674
01/07/2018,98.8714561,104.6260872,103.4588,103.4498,103.7913507
01/08/2018,97.99064134,105.4170878,104.1802,106.134,103.5913674
01/09/2018,95.34819708,105.3070878,104.1665,104.6149,103.2913924
01/10/2018,96.44921552,106.2400885,104.0476,103.5109,105.2912257
01/11/2018,96.44921552,104.5870872,103.9603,103.228,104.0913257
01/12/2018,96.66941921,104.2740869,103.869,103.601,104.3913007
01/01/2019,96.00880815,107.3540895,103.2684,103.1944,102.3914674
01/02/2019,96.22901184,106.6340889,102.8157,102.7222,102.8914257
01/03/2019,95.8987063,106.3140886,102.9,103.0721,102.491459
01/04/2019,96.22901184,106.5110888,102.3826,100.6968,102.6914424
01/05/2019,96.11890999,106.779089,102.5756,101.2748,103.8913424
01/06/2019,95.34819708,106.0680884,102.5928,103.9879,101.3915507
01/07/2019,94.68758602,105.2870877,102.2012,102.1311,101.7915174
01/08/2019,95.56840077,106.0500884,102.9086,104.9676,100.4916257
01/09/2019,95.56840077,105.5350879,102.579,103.0381,102.491459
01/10/2019,97.66033581,105.2000877,101.7775,101.4331,98.29180902
01/11/2019,95.56840077,106.1610885,102.0979,101.5782,97.69185901
01/12/2019,94.79768786,105.0100875,101.7632,101.7663,97.79185068
01/01/2020,95.8987063,105.646088,101.303,101.2873,98.09182568
01/02/2020,96.33911368,105.4010878,101.7038,102.0064,98.39180068
01/03/2020,88.63198459,91.47807623,97.8746,98.0919,96.29197567
01/04/2020,71.2358932,70.18105848,84.959,82.9007,87.09274227
01/05/2020,76.9611891,81.10506759,86.3345,85.2377,78.29347554
01/06/2020,84.44811451,90.18207515,91.7523,93.0916,82.0931589
01/07/2020,92.26534544,97.30108108,95.2439,95.2942,87.39271727
01/08/2020,94.90778971,100.1750835,96.1173,98.3055,89.89250896
01/09/2020,97.44013212,101.951085,96.0711,95.9072,91.99233397
01/10/2020,98.76135425,103.3000861,96.825,96.6676,93.69219232
01/11/2020,99.31186347,102.1600851,97.1183,96.5021,93.99216732
01/12/2020,99.64216901,103.4430862,98.138,98.1483,94.09215899
01/01/2021,100.5229838,103.209086,99.2645,99.5517,96.191984
01/02/2021,98.54115056,103.0740859,96.2231,96.6859,96.09199233
01/03/2021,96.11890999,104.1610868,98.8621,99.2465,97.29189234
01/04/2021,94.57748417,103.8170865,99.0246,97.5567,98.49179235
01/05/2021,95.56840077,101.9390849,99.7785,98.6079,92.59228398
01/06/2021,95.23809524,100.5730838,100.1923,101.3634,98.69177569
01/07/2021,93.91687311,100.9890842,100.8724,100.7714,98.19181735
01/08/2021,93.58656758,101.4000845,100.837,102.5341,95.79201733
01/09/2021,93.1461602,102.7520856,99.8498,99.5366,90.09249229
01/10/2021,92.70575282,103.167086,101.3602,101.0112,92.19231731
01/11/2021,92.92595651,105.4690879,101.961,101.5134,97.09190901
01/12/2021,95.34819708,105.4000878,101.7587,101.6054,96.99191734
01/01/2022,93.58656758,105.0680876,102.146,102.782,94.89209233
01/02/2022,94.24717864,106.2110885,102.8987,103.4034,97.09190901
01/03/2022,94.79768786,104.0420867,103.5717,104.1409,96.69194234
01/04/2022,95.01789155,106.4390887,104.2709,102.098,95.39205066
01/05/2022,95.34819708,106.3740886,104.1646,102.9613,88.69260895
01/06/2022,,107.5690896,103.9464,105.0234,96.491959
01/07/2022,,106.3490886,104.4852,104.2037,97.19190067
01/08/2022,,106.6850889,104.4135,105.7768,99.69169236
01/09/2022,,106.4120887,104.8129,104.4912,98.39180068
01/10/2022,,,104.7474,104.229,
01/11/2022,,,104.5175,104.0514,
